house_type,orientation,area,level,decoration,price
25,9,116,2,4,455
23,4,96.07,2,4,248
25,4,154.55,2,2,440
27,1,186,1,2,572
25,1,112.12,2,2,350
18,9,71.32,3,2,165
25,9,112.2,3,2,175
15,2,78.86,2,2,168
18,12,86.09,3,2,90
20,4,77.59,1,1,252
36,4,199,1,1,716
15,12,76.63,3,4,106
30,3,140.22,1,1,476
27,8,98.39,3,2,420
10,4,41,2,2,29
36,8,251.53,2,2,1200
10,1,44.5,1,1,72
42,4,243.49,1,2,580
23,12,75,3,2,129
25,1,108.73,2,2,340
15,12,89.04,1,4,230
23,6,79,1,2,130
23,1,90.06,1,2,143
18,4,77.99,2,2,215
30,4,158.14,3,4,495
25,12,125.18,2,4,130.5
30,8,150.65,2,2,278
27,4,99.75,2,4,275
25,2,147.52,1,2,265
30,9,87.19,1,2,430
46,8,370,1,1,784.99
25,2,117,3,1,275
32,4,184,1,1,360
18,1,84.77,3,2,212
25,1,88.37,1,1,225
32,4,184,2,1,225
30,4,187.2,3,2,1260
28,1,95.12,3,2,305
32,8,163,1,2,265
25,12,136.29,1,2,481
30,1,164.88,1,4,186
30,1,156.9,2,1,460
23,1,107.38,1,4,243
23,3,98.5,1,1,311
25,4,86.62,3,5,320
30,12,110.24,3,2,198
25,6,135.1,3,1,168
30,1,155.38,1,2,800
25,4,115.51,1,1,315
30,1,202.86,3,1,746
20,6,85.95,2,2,225
37,12,153.25,1,1,732
25,6,93.69,2,1,126
25,12,97,2,1,116
30,6,146.03,2,4,238
20,1,79.16,2,2,141
25,4,136.7,1,2,428
18,4,63.27,3,4,85
22,1,134.87,3,2,187
20,4,88.02,3,4,150
25,4,114.86,1,2,260
18,4,85.79,3,2,95
25,6,131.48,2,1,278
15,8,75.67,2,4,116
32,4,470.8,1,1,900
25,1,115.66,1,2,233.5
23,1,90.13,2,2,208
35,12,224.07,2,1,276
32,6,141,3,4,640
22,1,140.64,1,4,390
20,12,80.22,1,4,77
10,8,40,2,2,70.9
18,4,96.3,1,2,375
20,9,78.68,3,2,194
22,2,130.88,2,1,242
20,12,80.53,2,2,120
23,1,74.65,1,2,112
25,12,200.21,3,2,460
30,12,121.89,2,2,350
25,1,122.73,2,2,195
32,1,249.5,2,1,936
25,4,133.09,2,2,300
25,1,107,3,2,175
32,4,192.38,2,2,198
20,8,98.54,2,4,108
23,1,70.64,3,2,130
25,2,106.72,3,2,203.78
22,3,87.75,2,2,220
23,4,99.14,1,2,213
18,1,80.93,2,2,192
18,4,57.89,2,2,115
25,4,113,2,2,570
15,2,90.39,3,2,122
15,4,60.76,2,4,65
25,8,103.5,1,2,167.68
25,9,114.15,3,2,293
15,4,59.33,2,2,114
32,1,180,1,2,425
15,12,75,2,2,139
31,1,172.6,1,2,165
30,8,186.64,2,2,980
35,1,245.1,2,1,785
39,4,353.77,3,1,2580
10,1,45,3,2,68
30,1,169,2,2,545
25,8,127.3,1,4,265
25,8,110.5,1,2,199
30,4,168.75,1,1,405
28,4,141.25,2,4,445
30,1,123.96,3,3,395
39,4,239.88,3,1,1200
15,12,81.22,3,4,75.8
27,8,119.75,1,2,150
23,8,86.45,2,2,155
18,4,84.37,3,4,110
22,3,99.74,1,2,283
25,4,104.96,1,2,239
30,4,159,1,2,800
33,6,140,3,1,217
18,9,91.7,3,5,238
25,4,122.79,2,2,395
25,2,122.48,1,2,460
37,4,250.42,1,1,650
15,6,79.65,3,2,295
30,1,139,3,2,510
30,1,140.74,1,2,306
23,4,89.25,3,2,270
23,1,86.12,3,2,120
30,4,183,1,2,840
25,9,110.48,2,1,140
20,2,92.41,3,4,156
25,1,154,2,3,463
30,3,116.08,3,5,367
35,1,163.14,3,1,460
25,2,128.94,2,2,335
23,1,109.75,1,4,167
30,1,146.2,1,2,360
22,12,101.26,2,2,286
32,8,183,1,2,850
20,1,100.27,3,1,380
30,4,125.56,2,5,415
25,12,173.08,2,4,365
15,6,61.26,2,4,62
25,9,112.2,3,2,175
22,3,101.3,3,2,145
35,8,132.01,3,4,372.78
25,4,163.79,3,2,638
18,4,63.23,3,2,128
18,12,79.66,3,4,212
18,1,88.98,3,1,154.6
49,8,357.28,1,1,1400
18,1,78.94,3,4,68.8
37,1,240,2,1,930
25,12,143.86,3,2,235
23,12,115.46,1,2,139.8
15,4,72.02,1,2,209
18,12,92,2,2,522
25,1,163.67,3,2,319.09
25,1,115.17,1,1,370
25,1,105.75,2,2,146
25,6,106.05,2,5,406
15,4,75,1,4,150
30,9,106.62,1,2,188
30,8,192.7,2,2,755
22,12,99.61,1,2,156.8
20,4,89,1,4,118
30,1,112.61,1,1,235
42,8,337.95,1,2,2400
30,1,111.27,1,1,146
30,4,239.88,1,2,1480
25,8,100.78,3,2,420
30,4,138.99,1,2,297
25,1,154.84,2,4,510
25,3,139.86,3,2,549
15,8,91.7,3,4,210
30,1,140.14,2,2,430
46,4,343,1,1,1611
18,4,88.56,2,4,163
32,1,213.97,2,2,1450
23,8,78,2,1,97
25,4,125,3,2,330
15,4,86.3,1,2,93
22,8,104.18,2,4,195
25,12,93.49,1,1,136
10,1,45,3,2,70
22,6,148.35,1,1,570
22,4,105.47,3,2,235
32,12,161.8,1,1,468
39,2,137.22,3,1,435
18,2,75.34,1,2,185
15,4,85.7,3,1,107
25,4,88.33,1,2,230
22,4,130.03,2,4,170
33,1,163.79,1,2,469
25,2,152,2,1,680
25,4,125.82,1,2,350
20,4,73.72,2,2,132
23,4,66.14,3,2,163
37,1,149.72,3,2,530
20,12,86.88,2,2,189
10,12,55.55,2,2,148
30,4,128,2,2,440
25,1,171,1,2,500
20,4,86.26,3,2,100
25,8,98.13,3,2,187
25,8,94.93,1,1,212
32,4,189.65,1,2,1200
25,1,109,1,2,260
32,12,154.92,3,1,660
25,12,136.29,1,2,481
25,8,140,1,4,550
15,12,57.37,3,2,85
23,1,93,3,1,223
15,2,78.03,3,2,189
25,4,115.51,1,1,315
30,1,140.94,1,1,550
18,12,86.5,2,2,219
20,4,86.37,2,4,184
10,6,51.08,1,4,71.4
37,4,558,1,1,1580
25,2,135.51,2,5,265
23,3,88.13,1,2,165
23,1,91.88,1,2,298.8
23,1,90.79,3,2,330
25,4,116,3,2,160
32,1,188.5,3,2,580
25,1,120.49,1,2,276
20,1,105,2,1,238
32,4,193.6,2,2,1180
18,4,84.37,3,4,110
25,4,103.83,2,1,320
27,1,181.5,2,3,560
25,1,106.83,1,5,327
30,6,137,3,2,330
18,6,90.13,2,2,220
25,3,112.29,1,1,275
25,4,111.68,2,5,336
32,1,210.27,1,2,679.15
25,4,92.51,3,4,130
18,4,87.66,3,2,179
23,4,127.17,2,4,216
25,4,139.99,3,2,309
18,6,82.39,2,2,225
15,8,85.91,2,2,179
20,4,77.27,2,2,110
25,8,100,2,2,265
23,1,90,1,2,136
30,4,136,2,1,390
30,8,153.22,2,4,287
30,1,165,1,2,500
30,4,138.68,3,2,330
22,12,131.58,1,2,320
32,1,183.98,3,2,298
23,6,70.77,3,2,142
15,1,76.39,2,2,137
25,1,135.78,2,2,253
25,1,115.84,1,2,270
23,9,73.59,3,2,168
46,4,450,1,1,1450
15,12,79.49,3,5,138
39,4,430,1,1,998
18,9,84.95,3,2,175.18
15,2,72.11,1,2,150
15,8,79.78,2,2,168
32,4,201.12,1,2,780
18,12,80.43,2,2,143
15,6,51.19,1,2,90
25,1,113,3,2,590
18,6,89.6,3,2,185
30,1,183.89,1,2,350
10,4,38.48,2,4,43
23,3,92.37,1,4,193
30,1,111.36,1,2,120
30,1,143.06,2,2,460
20,12,98.55,2,2,127
18,8,67.66,3,4,67.5
25,4,95.3,1,1,102
25,1,87.46,3,2,169
30,3,140.61,3,2,300
25,8,106.49,1,4,203
32,12,156,1,2,452
30,9,212.57,3,2,568
25,4,96.74,3,2,105
23,12,64,1,2,146
25,12,116.32,3,1,386
23,6,86.44,2,4,138
30,1,122.39,2,1,260
27,1,214.6,2,1,655
30,1,164.87,1,4,186
25,2,183.94,1,4,560
23,1,66.57,3,2,152
32,1,212.41,1,2,600
25,12,99.26,3,1,106
18,4,83.18,3,2,180
32,6,153.25,1,2,440.75
30,4,193.67,1,2,1030
23,4,92.4,2,2,165
25,12,89.75,1,2,217.5
25,8,108.16,1,2,340
30,1,203.88,2,5,400
25,8,103.35,3,2,322
25,2,90.17,3,2,131
30,1,164,1,1,470
30,12,139.67,1,2,350
24,12,203,2,4,270
44,8,413,1,1,2000
22,1,133.45,2,2,650
22,2,109,2,2,320
25,12,87.25,1,1,149
49,8,357.28,1,1,1400
25,1,108,3,2,309
25,1,99.42,3,2,165.5
23,8,89.92,1,2,400
32,4,170.3,3,3,440
18,1,94.46,2,2,190
39,1,239.88,3,2,1280
18,4,83.33,2,2,137
25,9,117.14,3,1,205.56
20,8,79.77,3,2,185
32,4,97.9,1,1,285
18,12,85.85,1,2,103
25,4,134.63,3,2,550
42,1,252.68,1,2,990
20,12,91.01,2,2,152.8
20,6,94.15,2,2,208
18,12,83.18,3,2,211.3
25,1,104.06,3,2,375
49,8,357.28,1,1,1400
22,9,147.78,3,2,354
18,1,78.9,1,2,130
32,4,148,1,1,570
13,4,55.78,1,2,50
23,1,79.25,3,2,305
15,12,72,2,2,55
25,1,110.19,3,2,213
30,4,142.45,2,2,415
25,2,125.95,1,2,182
22,6,88.63,3,2,135
18,4,89,3,2,281
22,12,108.24,2,4,262
30,1,118,3,4,235
25,12,161,1,5,880
30,1,127.07,1,2,358
25,2,113.12,2,2,355
25,1,107,3,2,175
22,9,151.46,3,2,350
22,3,128.87,2,2,375
20,1,89.22,2,4,157
22,9,139.2,1,4,320
25,1,92.05,3,2,178.81
23,1,91.9,1,2,306
25,4,100.08,1,2,287.83
25,2,100.27,1,2,188
37,12,293.23,2,2,590
25,4,75,1,2,62
25,2,125.95,1,2,182
30,4,190.06,3,4,450
32,2,256.84,1,1,1300
25,1,90.84,3,5,205
22,6,93.96,3,2,172
20,8,88.79,1,2,228
25,12,136.29,1,2,481
25,1,87.87,3,2,287
32,6,168.07,1,1,469
25,1,117.14,3,2,460
25,1,141,3,1,511
30,6,143,3,2,410
30,2,139.81,2,4,305
23,1,72.86,3,2,166
20,4,86.37,2,4,184
25,1,95.17,1,2,184
15,12,67.98,3,4,71
25,8,90.6,1,2,141.6
25,12,118.88,3,2,200
22,1,134.87,3,2,187
30,1,142.19,1,2,388
30,1,157.65,2,2,549.5
25,1,158.89,1,2,835
32,4,143.98,1,2,368
23,1,68.26,1,2,160
22,4,110.26,2,2,385
32,4,241,3,3,830
15,1,85.69,3,5,158.5
18,8,72.55,1,2,160
25,1,107.63,3,1,179
27,1,288,2,3,1650
47,4,456,1,2,1400
18,1,86.86,2,2,223
18,1,88,1,2,107.8
10,12,52.83,1,2,110
25,4,137.21,2,2,285
25,4,97.13,2,2,358
22,12,92.39,3,2,145
30,6,195,1,2,980
37,2,213.22,3,2,810
44,12,309,3,1,1205
15,2,60.93,3,2,152.5
15,1,63.85,2,4,170
18,4,84.96,3,4,73
25,12,107.46,3,2,490
30,1,117.77,3,5,393
25,8,127.14,3,1,197
30,1,158,2,2,400
20,4,88.51,3,2,148
32,12,174,2,1,668
32,4,184,2,1,225
25,1,96.56,3,2,220
25,1,104.84,1,2,200
30,1,165,2,2,500
23,8,91.87,2,4,380
25,8,146.94,2,2,335
18,4,82.19,3,2,170
25,3,90.61,1,2,94
32,1,128.3,2,2,410
25,1,103.18,1,2,420
23,12,89.49,3,4,240
23,4,100.8,2,2,350
22,1,100.1,3,2,200
30,12,164.91,1,4,194
25,1,134,2,2,134
25,12,84,3,1,65
25,12,86.22,3,2,146
30,1,139,3,2,699
25,4,125,1,3,249.8
22,1,103,1,2,190.75
30,2,137.13,1,2,540
15,9,71.26,1,2,122
25,1,109,2,2,256.89
20,4,64.67,3,2,145
25,1,92.81,2,2,480
25,4,90.56,1,2,298
25,1,113,2,4,260
25,4,128,2,1,263.21
25,4,114.96,1,2,258
37,12,370.89,3,2,2780
30,1,259.15,3,2,858
37,6,223.4,3,2,1150
37,1,239.88,1,2,1530
25,1,89.59,2,2,120.19
15,2,60,3,4,87
20,4,85.02,3,4,98
23,1,82.09,2,1,151
18,6,89.34,1,4,181
25,1,110.45,2,4,170
18,1,58.79,2,4,105
15,3,77.32,3,1,187
34,4,158,1,1,505
25,1,122,2,1,130
23,2,87.66,3,4,139
23,3,76.81,2,2,110
25,8,83.77,2,2,208
20,9,89,3,1,91
25,9,123.68,1,4,290
25,1,140.25,1,1,540
25,1,91.99,3,1,199
15,9,67.88,2,2,125
23,2,75.63,2,2,115
25,4,103.65,3,2,249
32,1,190,2,1,741
32,12,246.02,1,1,330
30,4,165,3,1,490
30,12,131.26,2,2,253
25,1,94,3,1,81
39,4,294.8,3,1,1430
18,4,91.56,2,2,245
22,12,136.94,1,2,335.9
23,12,115.46,1,2,139.8
23,6,87.77,2,2,109
27,4,204.9,1,2,700
37,1,142,3,2,406
25,6,106.86,2,2,235
15,4,86.38,2,2,274
25,1,93.89,1,1,184
20,6,96.63,3,2,346
25,12,110.49,3,4,138
22,3,90.39,3,2,115
30,1,111.92,1,2,460
25,4,98,3,1,151
30,4,128,3,1,406
25,1,95.76,3,2,310
32,1,180.37,3,2,480
25,1,148,1,1,401
36,4,304.73,1,2,967.42
32,4,267.08,3,2,1370
23,8,91.9,2,2,383
23,1,142,1,2,490
32,1,147,2,2,315
18,4,83,1,2,107
20,4,88.67,2,1,193.5
25,12,107.65,2,2,106
23,1,85.51,2,2,180
15,4,73.14,2,2,192
15,8,57.68,3,2,70
25,12,72.08,3,2,125
32,12,253.52,3,2,650
20,1,105.98,3,2,156
39,4,360,1,2,1351
15,6,78.19,2,2,182
32,2,154.8,3,1,418
30,1,148.01,1,2,258
20,9,54,1,2,49.9
23,2,98.17,2,2,186
30,1,164.7,2,2,690
13,1,66.22,3,2,177
25,8,93,1,2,200
27,4,87.99,2,2,240
25,12,102.95,3,2,220
23,12,88.58,2,2,236
30,1,143.8,3,2,348
25,8,109,2,2,200
27,9,132.46,3,2,258.52
30,1,183,1,4,760
30,9,137.89,1,2,268
23,3,73.97,3,2,183
25,3,90.61,1,2,94
25,8,94.22,3,4,182
23,3,90.22,2,2,122
25,12,94.58,3,2,260
18,4,83.71,3,2,198
39,1,354,3,4,3200
25,1,107.49,1,2,303
23,8,101,1,4,132
37,1,239.48,3,1,680
39,4,248.9,3,1,900
30,1,105.02,2,2,445
20,9,86.59,3,4,232
30,1,141,3,2,365
15,6,72.64,3,2,162
23,3,91.64,2,2,148
27,1,181.5,2,3,560
30,6,133.09,2,2,298
23,2,83,3,1,145
18,4,83,1,2,107
15,1,73.73,3,2,165
25,1,120,2,2,209
30,4,183.44,1,2,1150
36,6,265.27,3,2,1350
30,1,134.85,1,1,298
18,2,82,3,2,200
44,4,252,1,3,238
25,2,188.96,2,2,660
18,2,101.65,1,4,240
32,4,248.26,1,4,670
25,12,111.36,1,2,100.6
37,1,219.15,3,2,800
22,12,107.55,2,2,445
15,8,77.79,3,2,176
25,4,125.75,2,2,136
25,1,160,1,2,760
23,8,89.28,1,2,239
25,1,127.76,2,1,255
30,1,125,3,2,220
25,1,92.52,3,2,179
20,12,89,1,2,485
37,4,219.37,2,2,1250
20,1,68.62,1,2,119
23,1,87,3,2,118
30,2,142.36,3,2,380
22,8,136.93,3,2,515
18,8,68.09,1,2,180
18,12,100.38,3,2,178.5
15,4,55.36,2,4,29.9
10,1,45,3,2,70
15,3,62.53,1,2,85.8
32,4,193.6,3,2,1250
36,4,248.9,3,2,1350
23,2,84.52,3,4,98
23,3,78.45,3,2,199
25,4,114.24,1,2,320
25,12,99.14,2,4,200
25,4,132.52,2,2,190
32,3,195,1,3,1120
25,4,106.03,2,2,209
25,8,137.2,2,2,350
25,1,72.71,2,2,133
23,2,89.07,2,2,253
22,4,89,2,4,248
22,4,103.32,3,2,149
25,4,108,1,2,200
37,8,276.88,1,1,1250
23,4,139.02,2,4,610
20,6,79.52,2,2,123
25,12,119.41,3,2,231
25,2,75.92,1,4,166
25,1,139.55,3,1,219
25,12,98,1,1,73
25,2,90.28,1,3,192
17,4,94.51,1,2,360
20,4,84.41,2,4,139
32,6,189.6,2,2,739
25,4,99.08,3,2,240
30,6,142.24,1,2,635
20,8,88.79,1,2,228
27,6,145.8,3,2,270
35,12,146,1,2,400
32,1,88.42,1,4,485
27,8,113,1,4,370
15,8,86.23,1,2,405
25,4,126.09,3,2,243
20,1,92.04,2,1,185
23,1,89.24,1,2,248
37,1,219.43,3,2,1350
25,4,75,3,2,60
18,4,89,3,2,281
20,6,110.13,3,2,298
32,4,170,1,1,289
32,4,196.08,2,2,620
23,6,78.5,2,2,108
25,4,96.73,2,2,188
17,12,98.68,3,2,325
25,4,138.84,2,2,580
23,1,81.35,2,2,133
10,1,44.5,1,1,72
15,4,82.54,3,2,249
25,9,103.03,2,4,193
30,2,135,1,2,420
25,1,115.76,3,1,250
32,1,178.26,2,1,470
23,6,93.49,2,2,159
18,1,83.27,3,2,209
25,4,113,1,2,142
30,4,138.68,3,2,330
42,4,247,1,1,275
23,1,89.22,3,4,151.5
27,2,120.9,2,1,188
25,4,81,2,3,168
18,4,83.18,3,2,180
32,1,183.62,1,3,560
25,4,159,3,1,600
23,1,92.04,3,2,220
18,9,68.79,2,4,170
30,3,90.55,2,1,193
30,1,140.94,1,2,485
25,12,125.66,2,2,200
23,8,109.58,1,2,175
17,2,90.64,3,2,327
32,1,193.65,1,1,1200
27,1,366.3,1,2,3100
30,6,132.54,1,2,208
25,1,96.4,1,2,276
23,1,89.6,1,2,165
27,12,126.1,1,2,361
22,12,100.72,2,4,110
25,1,200.1,3,2,379
22,1,113.03,3,2,335
30,4,147.69,2,2,479
25,1,125.96,2,2,150
18,1,74.95,2,2,93
23,4,99.14,1,2,213
25,1,139.94,1,2,680
30,8,118.09,3,2,265
25,4,93,2,2,199
25,1,136.29,1,2,424.76
18,4,89.13,3,2,270
18,9,68.79,2,4,170
34,6,303,1,2,799
37,1,149.72,3,2,430
23,4,87.4,1,4,114
25,1,124.5,1,2,316
30,6,133.23,1,2,375
23,8,96.22,1,4,172
23,1,75.66,1,2,217
22,3,124.32,2,2,260
25,2,101.04,2,2,338
18,4,55.51,2,2,148
20,12,91.88,1,2,198
32,2,127.88,3,2,489
20,3,78.96,3,2,142.5
32,12,124.8,1,2,535
25,9,139.24,2,2,385
30,1,111.58,2,2,368
28,4,240,1,3,720
44,4,398.97,3,1,860
39,8,304.06,3,1,1185
22,12,122.3,2,4,235
18,2,82.35,2,1,138
37,6,223.4,3,2,1280
20,12,183,2,3,700
23,12,102.98,3,4,183
39,1,292,1,1,615
30,1,130,1,2,270
36,4,292,1,1,1150
20,8,92.42,3,2,161
23,8,72.38,2,2,178
15,12,74.65,3,4,99
32,1,189.66,3,2,1220
25,12,97.26,2,2,281.36
30,9,210.97,3,2,640
25,1,105.25,3,2,326
25,3,124.05,3,2,355
25,6,116.92,2,2,305
25,2,109.79,3,2,182
25,12,84,3,1,65
32,4,197.44,2,2,920
20,4,113.85,3,2,260
25,1,103,1,2,435
20,1,115.32,2,4,45
25,2,113.11,3,4,370
25,1,109.41,2,5,255
32,1,218,3,3,1400
25,4,114,3,2,260
25,4,99.08,3,2,240
23,2,104.74,2,2,167
30,4,152,1,1,880
15,8,86,1,4,110
25,8,97.65,3,2,370
51,1,332,3,3,3000
25,1,92,2,2,110
37,1,129.01,2,1,700
18,4,85.87,3,2,170
30,1,190.04,3,2,1150
30,4,189.52,1,1,650
22,2,180.5,1,2,800
15,9,89.73,1,2,169
18,4,63.43,3,1,72
30,12,87.39,2,1,460
25,1,95.44,1,2,248
39,4,332,1,3,1300
25,6,131.58,3,4,295
25,6,134.34,2,2,510
30,1,204,1,1,1250
47,8,460,1,1,3388
15,6,89.27,2,4,249
25,4,108,1,2,200
22,9,105,1,2,230
23,1,70.64,3,2,139
34,8,259.24,1,1,1000
30,6,173.84,2,1,338
34,4,345.58,2,2,988
30,1,130,3,1,306
22,4,120.83,1,2,406
20,6,88.42,2,2,218.5
25,1,103,1,2,190.75
30,1,122,1,1,240
30,6,87.99,3,1,230
37,4,181.02,3,1,560
36,4,245.15,2,1,796
30,4,137.16,2,2,358
15,12,86.78,1,4,95
30,6,143,3,2,410
23,8,89.6,3,2,236
15,12,51.44,1,4,38
25,6,92.5,3,1,72
36,4,244.37,1,1,796
37,8,300.39,1,1,1600
23,1,90.38,1,2,90
22,8,131,3,2,482
25,4,100.39,3,2,420
42,1,255,3,2,1600
30,6,128.16,1,4,326
18,4,83,1,2,107
15,6,64.51,3,2,146
25,9,117.14,3,1,257
30,4,138.37,3,2,346
34,12,199,1,4,720
18,12,83,1,2,107
20,3,82.74,3,2,223
25,12,93.45,3,4,110
37,1,219.15,3,2,1260
20,6,88.39,2,1,210
32,4,212.7,2,1,560
37,1,239.88,1,2,1530
39,1,266.67,3,4,202
23,12,100.48,3,4,120
18,4,80.01,2,4,115
25,1,136.84,2,2,650
30,1,137.47,3,1,396.8
30,1,135,3,1,315
20,3,81.51,1,2,220
25,12,86.08,3,4,203
32,8,282,2,1,310
23,1,80.91,2,2,185
20,3,89,3,4,230
25,6,123.99,3,2,450
23,1,88.8,1,4,196.55
25,1,86.8,1,2,168.61
23,4,88.84,1,2,180
27,1,132,3,2,390
30,12,137.91,1,4,248
23,9,91,3,1,141
30,3,135.03,3,2,390
27,1,220,2,2,770
22,4,128.21,2,2,549
15,3,77.08,1,1,169
20,12,73.49,3,2,116
22,4,158.71,1,4,158
20,1,92.22,2,2,216
18,12,103.06,3,4,365
25,4,144.39,2,2,300
37,12,153.25,1,1,440.75
20,12,77.5,1,2,79
23,4,87.81,3,2,156
27,1,154.32,1,2,700
20,3,97.66,3,4,188
36,4,287,3,1,679
25,12,97.67,3,2,117
15,12,87.69,1,4,183
23,6,85.83,3,2,140
15,8,81.28,2,2,128
23,9,91,2,1,136
22,8,142.61,2,4,171
32,4,199.17,3,1,1100
25,9,127.34,2,2,490
23,4,86.08,1,2,139
29,12,97.16,3,4,408
15,12,74.2,3,4,100
20,8,94.17,2,2,232
30,1,155.02,2,2,595
23,9,91.06,2,4,289
25,6,110.82,2,2,235
30,8,88.03,3,2,335
25,4,131.16,3,2,397.6
32,12,156,1,2,452
18,2,82.35,2,1,138
23,12,92,2,1,120
25,1,104.06,3,2,375
25,8,106,1,4,108
30,2,182.61,3,2,566
20,1,100.27,3,1,380
25,6,106.05,2,2,328.79
45,4,380,1,3,3000
18,2,88.8,1,2,228
15,4,63.67,2,2,69
25,2,94.69,1,2,280
18,12,69.94,3,2,217
10,3,54.05,2,4,85
18,3,80,2,5,45
25,1,87,2,1,162
32,4,193.6,3,2,1250
37,1,287.05,3,4,1579
25,6,124.09,2,2,460
30,1,202.86,3,1,740
30,1,142.16,2,1,469
18,1,94.55,1,2,320
25,1,118,3,4,185
30,1,170.15,2,4,520
30,9,136,3,2,650
32,4,179,1,1,205
15,3,73.65,1,2,146
30,1,166,2,3,230
22,12,135.36,1,4,179.69
30,1,151.9,1,1,436
25,1,160,1,2,760
22,4,130.58,2,2,114
15,4,73.14,2,2,192
25,8,90.35,2,2,168
37,1,217.76,2,2,420
20,12,75.51,1,4,81
15,2,94.43,2,2,295
22,1,113.03,3,2,242
32,12,136.06,2,1,335
29,12,246.39,3,1,745
25,1,107.31,3,2,230
27,2,213.33,2,4,850
15,12,82.2,1,1,49.6
25,12,94.43,2,2,145
37,6,198.01,1,2,760
18,1,90.43,2,2,520
18,4,91.96,2,4,74.8
15,1,68.4,2,2,186
18,9,71.32,3,2,165
25,2,101.83,1,2,333
15,4,88.65,1,4,208
30,2,157.3,1,2,306.67
23,4,86.56,1,2,260
27,4,391,1,2,2000
23,8,78.76,2,2,151.8
18,1,82.39,1,4,138.5
18,4,85.69,2,2,158.6
25,4,75,3,2,60
30,12,136.9,3,4,308
20,9,79,1,2,83
25,4,114.62,2,2,184.5
7,1,30.87,2,2,17.5
37,8,239.23,2,1,690
15,3,89.35,3,2,255
30,4,141.1,2,4,420
25,4,92.08,1,2,60
30,4,189.52,1,1,650
25,8,59.38,2,2,107.1
30,1,190,3,1,368
18,8,69.76,1,4,169
15,12,57.99,1,4,115
23,2,92.18,2,2,330
30,2,112,3,2,413
23,1,91.88,1,2,394
20,8,127.82,2,4,220
20,4,113.85,3,2,260
39,8,304.06,3,1,1185
18,2,89.23,3,4,169
22,1,134.88,1,2,480
30,6,199.84,3,2,560
23,1,91.9,2,2,135
18,12,82.24,1,4,212
25,12,136.75,3,2,500
41,4,295.6,1,1,1500
32,1,188,1,1,190
25,1,96.9,2,2,83.8
30,1,141,3,2,365
25,2,157.78,1,1,365
23,4,101.84,3,2,156
25,12,94.43,2,2,145
25,8,138.82,3,2,330
20,3,89.97,3,1,190
25,4,102.02,3,2,290
32,4,141.67,2,5,441.53
22,1,93.16,1,1,240
25,1,128.67,1,2,173
30,2,104.85,3,2,185
32,4,251,1,2,739
25,3,139.88,3,2,306
30,3,140.61,1,4,215
18,8,79.48,2,2,173
27,4,118.71,1,2,396.86
15,4,77.65,2,2,167
15,8,63.59,1,2,235
23,1,87.15,2,2,250
25,4,116,1,5,75
45,4,393.53,1,1,3200
27,1,220,2,2,770
23,2,65.91,1,4,173
23,3,83.61,1,2,196
25,12,127.44,1,4,230
25,4,108,1,2,200
15,3,73.24,2,4,194.69
25,1,121.35,2,4,100
23,12,86.19,3,2,184
25,2,96.95,3,2,130
32,4,148,1,1,570
25,4,148.57,1,2,485
15,6,89.32,2,4,265
23,8,86.53,2,2,195
22,12,124.02,2,2,240
37,4,316,1,1,1042
30,2,118,2,1,225
30,1,186.64,3,2,1020
20,12,69.7,2,2,108
25,4,137.64,1,1,266.72
15,12,83.07,2,2,215
18,8,85.38,1,2,265
20,6,106.45,3,2,305
32,8,205,1,1,650
44,4,302.87,3,2,1190
30,6,132.62,3,2,125
23,8,81.99,3,2,176
18,1,84.45,2,2,155
23,4,92.4,2,2,165
25,2,99.96,1,2,210
23,1,93,1,2,356
34,4,158,1,1,505
36,1,141.03,1,2,548
25,1,107,3,1,285
25,6,110.03,2,2,320
18,1,80.23,1,4,168
25,9,90.22,3,2,178
32,4,217,1,1,235
25,1,138.2,2,4,167
30,1,151,2,1,630
30,3,149.84,3,1,410
15,12,78.36,1,2,200
18,1,66.65,2,2,42.6
30,4,135.58,3,1,260
32,1,193.17,1,2,750
36,1,308.34,3,4,940
22,1,107.45,1,1,165
25,1,109,2,4,256.89
22,3,102.53,3,1,290
18,4,84.96,3,4,73
22,6,126.25,1,2,159
30,4,171.2,2,2,550
30,4,117,3,1,181
22,8,89.66,3,1,209
23,1,91.88,1,2,398
22,4,130.89,3,2,263.8
27,1,366.3,1,2,1240
32,6,221,2,2,1650
25,2,111.49,2,2,240
20,4,104.79,2,2,320
29,8,268.71,2,2,1379
32,8,179.78,1,1,800
25,3,154.84,3,2,568
23,3,89.77,2,2,165
30,1,107.15,1,4,200
20,12,74.8,3,4,155
25,1,116.99,1,2,495
27,1,134.04,3,2,340
25,6,76,2,2,178
34,1,215.93,2,2,790
30,2,97.84,2,2,316
22,3,103.9,3,4,132
25,12,136.29,1,2,700
51,8,622,1,1,1380
20,1,84,2,4,62.8
25,8,111.77,1,2,310
30,8,166.51,3,2,368
32,4,203,1,2,730
30,1,143.06,2,2,460
32,1,147,2,2,315
18,1,68,2,1,79
25,1,89,1,2,295
15,4,46.67,3,4,86.7
27,9,159.27,2,2,298
25,3,115.84,1,2,201
30,4,121.55,1,4,280
7,9,46.89,2,2,119
15,12,86.97,1,2,177
25,1,94.93,1,4,230
30,1,130.63,2,2,285
42,4,355.24,1,1,3380
41,1,152,1,4,412
25,1,157.78,2,1,395
39,8,277,1,2,1560
