house_type,orientation,area,level,decoration,price
1室1厅1卫,南北,45,高层,精装修,68
4室2厅2卫,南北,169,中层,精装修,545
3室2厅2卫,东,127.3,低层,简装修,265
3室2厅2卫,东,110.5,低层,精装修,199
4室2厅2卫,南,168.75,低层,毛坯,405
4室2厅1卫,南,141.25,中层,简装修,445
4室2厅2卫,南北,123.96,高层,豪华装修,395
6室1厅3卫,南,239.88,高层,毛坯,1200
2室1厅1卫,东南,81.22,高层,简装修,75.8
4室1厅2卫,东,119.75,低层,精装修,150
3室2厅1卫,东,86.45,中层,精装修,155
2室2厅1卫,南,84.37,高层,简装修,110
3室1厅2卫,西北,99.74,低层,精装修,283
3室2厅2卫,南,104.96,低层,精装修,239
4室2厅2卫,南,159,低层,精装修,800
4室3厅2卫,西南,140,高层,毛坯,217
2室2厅1卫,东北,91.7,高层,中装修,238
3室2厅2卫,南,122.79,中层,精装修,395
3室2厅2卫,西,122.48,低层,精装修,460
5室2厅3卫,南,250.42,低层,毛坯,650
2室1厅1卫,西南,79.65,高层,精装修,295
4室2厅2卫,南北,139,高层,精装修,510
4室2厅2卫,南北,140.74,低层,精装修,306
3室2厅1卫,南,89.25,高层,精装修,270
3室2厅1卫,南北,86.12,高层,精装修,120
4室2厅2卫,南,183,低层,精装修,840
3室2厅2卫,东北,110.48,中层,毛坯,140
3室1厅1卫,西,92.41,高层,简装修,156
3室2厅2卫,南北,154,中层,豪华装修,463
4室2厅2卫,西北,116.08,高层,中装修,367
4室3厅3卫,南北,163.14,高层,毛坯,460
3室2厅2卫,东西,128.94,中层,精装修,335
3室2厅1卫,南北,109.75,低层,简装修,167
4室2厅2卫,南北,146.2,低层,精装修,360
3室1厅2卫,东南,101.26,中层,精装修,286
4室2厅3卫,东,183,低层,精装修,850
3室1厅1卫,北,100.27,高层,毛坯,380
4室2厅2卫,南,125.56,中层,中装修,415
3室2厅2卫,东南,173.08,中层,简装修,365
2室1厅1卫,西南,61.26,中层,简装修,62
3室2厅2卫,东北,112.2,高层,精装修,175
3室1厅2卫,西北,101.3,高层,精装修,145
5室2厅2卫,东,132.01,高层,简装修,372.78
3室2厅2卫,南,163.79,高层,精装修,638
2室2厅1卫,南,63.23,高层,精装修,128
2室2厅1卫,东南,79.66,高层,简装修,212
2室2厅1卫,北,88.98,高层,毛坯,154.6
5室4厅6卫,东,357.28,低层,毛坯,1400
2室2厅1卫,南北,78.94,高层,简装修,68.8
4室3厅4卫,南北,240,中层,毛坯,930
3室2厅2卫,东南,143.86,高层,精装修,235
3室2厅1卫,东南,115.46,低层,精装修,139.8
2室1厅1卫,南,72.02,低层,精装修,209
2室2厅1卫,东南,92,中层,精装修,522
3室2厅2卫,南北,163.67,高层,精装修,319.09
3室2厅2卫,南北,115.17,低层,毛坯,370
3室2厅2卫,南北,105.75,中层,精装修,146
3室2厅2卫,西南,106.05,中层,中装修,406
2室1厅1卫,南,75,低层,简装修,150
4室2厅2卫,东北,106.62,低层,精装修,188
4室2厅2卫,东,192.7,中层,精装修,755
3室1厅2卫,东南,99.61,低层,精装修,156.8
2室2厅2卫,南,89,低层,简装修,118
4室2厅2卫,北,112.61,低层,毛坯,235
5室3厅4卫,东,337.95,低层,精装修,2400
4室2厅2卫,北,111.27,低层,毛坯,146
4室2厅2卫,南,239.88,低层,精装修,1480
3室2厅2卫,东,100.78,高层,精装修,420
4室2厅2卫,南,138.99,低层,精装修,297
3室2厅2卫,北,154.84,中层,简装修,510
3室2厅2卫,西北,139.86,高层,精装修,549
2室1厅1卫,东,91.7,高层,简装修,210
4室2厅2卫,南北,140.14,中层,精装修,430
5室3厅6卫,南,343,低层,毛坯,1611
2室2厅1卫,南,88.56,中层,简装修,163
4室2厅3卫,南北,213.97,中层,精装修,1450
3室2厅1卫,东,78,中层,毛坯,97
3室2厅2卫,南,125,高层,精装修,330
2室1厅1卫,南,86.3,低层,精装修,93
3室1厅2卫,东,104.18,中层,简装修,195
3室2厅2卫,东南,93.49,低层,毛坯,136
1室1厅1卫,南北,45,高层,精装修,70
3室1厅2卫,西南,148.35,低层,毛坯,570
3室1厅2卫,南,105.47,高层,精装修,235
4室2厅3卫,东南,161.8,低层,毛坯,468
5室2厅4卫,西,137.22,高层,毛坯,435
2室2厅1卫,西,75.34,低层,精装修,185
2室1厅1卫,南,85.7,高层,毛坯,107
3室2厅2卫,南,88.33,低层,精装修,230
3室1厅2卫,南,130.03,中层,简装修,170
4室3厅2卫,南北,163.79,低层,精装修,469
3室2厅2卫,东西,152,中层,毛坯,680
3室2厅2卫,南,125.82,低层,精装修,350
3室1厅1卫,南,73.72,中层,精装修,132
3室2厅1卫,南,66.14,高层,精装修,163
5室2厅3卫,南北,149.72,高层,精装修,530
3室1厅1卫,东南,86.88,中层,精装修,189
1室1厅1卫,东南,55.55,中层,精装修,148
4室2厅2卫,南,128,中层,精装修,440
3室2厅2卫,南北,171,低层,精装修,500
2室2厅2卫,南,86.26,高层,精装修,100
3室2厅2卫,东,98.13,高层,精装修,187
3室2厅2卫,东,94.93,低层,毛坯,212
4室2厅3卫,南,189.65,低层,精装修,1200
3室2厅2卫,南北,109,低层,精装修,260
4室2厅3卫,东南,154.92,高层,毛坯,660
3室2厅2卫,东南,136.29,低层,精装修,481
3室2厅2卫,东,140,低层,简装修,550
2室1厅1卫,东南,57.37,高层,精装修,85
3室2厅1卫,北,93,高层,毛坯,223
2室1厅1卫,西,78.03,高层,精装修,189
3室2厅2卫,南,115.51,低层,毛坯,315
4室2厅2卫,南北,140.94,低层,毛坯,550
2室2厅1卫,东南,86.5,中层,精装修,219
3室1厅1卫,南,86.37,中层,简装修,184
1室1厅1卫,西南,51.08,低层,简装修,71.4
4室3厅4卫,南,558,低层,毛坯,1580
3室2厅2卫,西,135.51,中层,中装修,265
3室2厅1卫,西北,88.13,低层,精装修,165
3室2厅1卫,南北,91.88,低层,精装修,298.8
3室2厅1卫,南北,90.79,高层,精装修,330
3室2厅2卫,南,116,高层,精装修,160
4室2厅3卫,南北,188.5,高层,精装修,580
3室2厅2卫,南北,120.49,低层,精装修,276
2室2厅2卫,南北,105,中层,毛坯,238
4室2厅3卫,南,193.6,中层,精装修,1180
2室2厅1卫,南,84.37,高层,简装修,110
3室2厅2卫,南,103.83,中层,毛坯,320
3室2厅3卫,南北,181.5,中层,豪华装修,560
3室2厅2卫,南北,106.83,低层,中装修,327
4室2厅2卫,西南,137,高层,精装修,330
2室2厅1卫,西南,90.13,中层,精装修,220
3室2厅2卫,西北,112.29,低层,毛坯,275
3室2厅2卫,南,111.68,中层,中装修,336
4室2厅3卫,南北,210.27,低层,精装修,679.15
3室2厅2卫,南,92.51,高层,简装修,130
2室2厅1卫,南,87.66,高层,精装修,179
3室2厅1卫,南,127.17,中层,简装修,216
3室2厅2卫,南,139.99,高层,精装修,309
2室2厅1卫,西南,82.39,中层,精装修,225
2室1厅1卫,东,85.91,中层,精装修,179
3室1厅1卫,南,77.27,中层,精装修,110
3室2厅2卫,东,100,中层,精装修,265
3室2厅1卫,北,90,低层,精装修,136
4室2厅2卫,南,136,中层,毛坯,390
4室2厅2卫,东,153.22,中层,简装修,287
4室2厅2卫,南北,165,低层,精装修,500
4室2厅2卫,南,138.68,高层,精装修,330
3室1厅2卫,东南,131.58,低层,精装修,320
4室2厅3卫,北,183.98,高层,精装修,298
3室2厅1卫,西南,70.77,高层,精装修,142
2室1厅1卫,北,76.39,中层,精装修,137
3室2厅2卫,北,135.78,中层,精装修,253
3室2厅2卫,南北,115.84,低层,精装修,270
3室2厅1卫,东北,73.59,高层,精装修,168
5室3厅6卫,南,450,低层,毛坯,1450
2室1厅1卫,东南,79.49,高层,中装修,138
5室2厅4卫,南,430,低层,毛坯,998
2室2厅1卫,东北,84.95,高层,精装修,175.18
2室1厅1卫,西,72.11,低层,精装修,150
2室1厅1卫,东,79.78,中层,精装修,168
4室2厅3卫,南,201.12,低层,精装修,780
2室2厅1卫,东南,80.43,中层,精装修,143
2室1厅1卫,西南,51.19,低层,精装修,90
3室2厅2卫,南北,113,高层,精装修,590
2室2厅1卫,西南,89.6,高层,精装修,185
4室2厅2卫,北,183.89,低层,精装修,350
1室1厅1卫,南,38.48,中层,简装修,43
3室2厅1卫,西北,92.37,低层,简装修,193
4室2厅2卫,南北,111.36,低层,精装修,120
4室2厅2卫,南北,143.06,中层,精装修,460
3室1厅1卫,东南,98.55,中层,精装修,127
2室2厅1卫,东,67.66,高层,简装修,67.5
3室2厅2卫,南,95.3,低层,毛坯,102
3室2厅2卫,南北,87.46,高层,精装修,169
4室2厅2卫,西北,140.61,高层,精装修,300
3室2厅2卫,东,106.49,低层,简装修,203
4室2厅3卫,东南,156,低层,精装修,452
4室2厅2卫,东北,212.57,高层,精装修,568
3室2厅2卫,南,96.74,高层,精装修,105
3室2厅1卫,东南,64,低层,精装修,146
3室2厅2卫,东南,116.32,高层,毛坯,386
3室2厅1卫,西南,86.44,中层,简装修,138
4室2厅2卫,南北,122.39,中层,毛坯,260
3室2厅3卫,南北,214.6,中层,毛坯,655
4室2厅2卫,北,164.87,低层,简装修,186
3室2厅2卫,东西,183.94,低层,简装修,560
3室2厅1卫,北,66.57,高层,精装修,152
4室2厅3卫,南北,212.41,低层,精装修,600
3室2厅2卫,东南,99.26,高层,毛坯,106
2室2厅1卫,南,83.18,高层,精装修,180
4室2厅3卫,西南,153.25,低层,精装修,440.75
4室2厅2卫,南,193.67,低层,精装修,1030
3室2厅1卫,南,92.4,中层,精装修,165
3室2厅2卫,东南,89.75,低层,精装修,217.5
3室2厅2卫,东,108.16,低层,精装修,340
4室2厅2卫,北,203.88,中层,中装修,400
3室2厅2卫,东,103.35,高层,精装修,322
3室2厅2卫,西,90.17,高层,精装修,131
4室2厅2卫,南北,164,低层,毛坯,470
4室2厅2卫,东南,139.67,低层,精装修,350
3室1厅3卫,东南,203,中层,简装修,270
5室3厅5卫,东,413,低层,毛坯,2000
3室1厅2卫,北,133.45,中层,精装修,650
3室1厅2卫,西,109,中层,精装修,320
3室2厅2卫,东南,87.25,低层,毛坯,149
5室4厅6卫,东,357.28,低层,毛坯,1400
3室2厅2卫,南北,108,高层,精装修,309
3室2厅2卫,北,99.42,高层,精装修,165.5
3室2厅1卫,东,89.92,低层,精装修,400
4室2厅3卫,南,170.3,高层,豪华装修,440
2室2厅1卫,南北,94.46,中层,精装修,190
6室1厅3卫,南北,239.88,高层,精装修,1280
2室2厅1卫,南,83.33,中层,精装修,137
3室2厅2卫,东北,117.14,高层,毛坯,205.56
3室1厅1卫,东,79.77,高层,精装修,185
4室2厅3卫,南,97.9,低层,毛坯,285
2室2厅1卫,东南,85.85,低层,精装修,103
3室2厅2卫,南,134.63,高层,精装修,550
5室3厅4卫,南北,252.68,低层,精装修,990
2室2厅2卫,东南,91.01,中层,精装修,152.8
3室1厅1卫,西南,94.15,中层,精装修,208
2室2厅1卫,东南,83.18,高层,精装修,211.3
3室2厅2卫,南北,104.06,高层,精装修,375
5室4厅6卫,东,357.28,低层,毛坯,1400
3室1厅2卫,东北,147.78,高层,精装修,354
2室2厅1卫,北,78.9,低层,精装修,130
4室2厅3卫,南,148,低层,毛坯,570
1室2厅1卫,南,55.78,低层,精装修,50
3室2厅1卫,南北,79.25,高层,精装修,305
2室1厅1卫,东南,72,中层,精装修,55
3室2厅2卫,南北,110.19,高层,精装修,213
4室2厅2卫,南,142.45,中层,精装修,415
3室2厅2卫,西,125.95,低层,精装修,182
3室1厅2卫,西南,88.63,高层,精装修,135
2室2厅1卫,南,89,高层,精装修,281
3室1厅2卫,东南,108.24,中层,简装修,262
4室2厅2卫,南北,118,高层,简装修,235
3室2厅2卫,东南,161,低层,中装修,880
4室2厅2卫,南北,127.07,低层,精装修,358
3室2厅2卫,西,113.12,中层,精装修,355
3室2厅2卫,北,107,高层,精装修,175
3室1厅2卫,东北,151.46,高层,精装修,350
3室1厅2卫,西北,128.87,中层,精装修,375
3室1厅1卫,北,89.22,中层,简装修,157
3室1厅2卫,东北,139.2,低层,简装修,320
3室2厅2卫,北,92.05,高层,精装修,178.81
3室2厅1卫,北,91.9,低层,精装修,306
3室2厅2卫,南,100.08,低层,精装修,287.83
3室2厅2卫,西,100.27,低层,精装修,188
5室2厅3卫,东南,293.23,中层,精装修,590
3室2厅2卫,南,75,低层,精装修,62
3室2厅2卫,西,125.95,低层,精装修,182
4室2厅2卫,南,190.06,高层,简装修,450
4室2厅3卫,东西,256.84,低层,毛坯,1300
3室2厅2卫,北,90.84,高层,中装修,205
3室1厅2卫,西南,93.96,高层,精装修,172
3室1厅1卫,东,88.79,低层,精装修,228
3室2厅2卫,东南,136.29,低层,精装修,481
3室2厅2卫,南北,87.87,高层,精装修,287
4室2厅3卫,西南,168.07,低层,毛坯,469
3室2厅2卫,南北,117.14,高层,精装修,460
3室2厅2卫,南北,141,高层,毛坯,511
4室2厅2卫,西南,143,高层,精装修,410
4室2厅2卫,东西,139.81,中层,简装修,305
3室2厅1卫,南北,72.86,高层,精装修,166
3室1厅1卫,南,86.37,中层,简装修,184
3室2厅2卫,南北,95.17,低层,精装修,184
2室1厅1卫,东南,67.98,高层,简装修,71
3室2厅2卫,东,90.6,低层,精装修,141.6
3室2厅2卫,东南,118.88,高层,精装修,200
3室1厅2卫,南北,134.87,高层,精装修,187
4室2厅2卫,南北,142.19,低层,精装修,388
4室2厅2卫,北,157.65,中层,精装修,549.5
3室2厅2卫,南北,158.89,低层,精装修,835
4室2厅3卫,南,143.98,低层,精装修,368
3室2厅1卫,北,68.26,低层,精装修,160
3室1厅2卫,南,110.26,中层,精装修,385
4室2厅3卫,南,241,高层,豪华装修,830
2室1厅1卫,北,85.69,高层,中装修,158.5
2室2厅1卫,东,72.55,低层,精装修,160
3室2厅2卫,北,107.63,高层,毛坯,179
3室2厅3卫,南北,288,中层,豪华装修,1650
6室3厅4卫,南,456,低层,精装修,1400
2室2厅1卫,南北,86.86,中层,精装修,223
2室2厅1卫,南北,88,低层,精装修,107.8
1室1厅1卫,东南,52.83,低层,精装修,110
3室2厅2卫,南,137.21,中层,精装修,285
3室2厅2卫,南,97.13,中层,精装修,358
3室1厅2卫,东南,92.39,高层,精装修,145
4室2厅2卫,西南,195,低层,精装修,980
5室2厅3卫,西,213.22,高层,精装修,810
6室2厅4卫,东南,309,高层,毛坯,1205
2室1厅1卫,西,60.93,高层,精装修,152.5
2室1厅1卫,北,63.85,中层,简装修,170
2室2厅1卫,南,84.96,高层,简装修,73
3室2厅2卫,东南,107.46,高层,精装修,490
4室2厅2卫,北,117.77,高层,中装修,393
3室2厅2卫,东,127.14,高层,毛坯,197
4室2厅2卫,南北,158,中层,精装修,400
3室1厅1卫,南,88.51,高层,精装修,148
4室2厅3卫,东南,174,中层,毛坯,668
4室2厅3卫,南,184,中层,毛坯,225
3室2厅2卫,南北,96.56,高层,精装修,220
3室2厅2卫,南北,104.84,低层,精装修,200
4室2厅2卫,北,165,中层,精装修,500
3室2厅1卫,东,91.87,中层,简装修,380
3室2厅2卫,东,146.94,中层,精装修,335
2室2厅1卫,南,82.19,高层,精装修,170
3室2厅2卫,西北,90.61,低层,精装修,94
4室2厅3卫,南北,128.3,中层,精装修,410
3室2厅2卫,南北,103.18,低层,精装修,420
3室2厅1卫,东南,89.49,高层,简装修,240
3室2厅1卫,南,100.8,中层,精装修,350
3室1厅2卫,南北,100.1,高层,精装修,200
4室2厅2卫,东南,164.91,低层,简装修,194
3室2厅2卫,南北,134,中层,精装修,134
3室2厅2卫,东南,84,高层,毛坯,65
3室2厅2卫,东南,86.22,高层,精装修,146
4室2厅2卫,南北,139,高层,精装修,699
3室2厅2卫,南,125,低层,豪华装修,249.8
3室1厅2卫,南北,103,低层,精装修,190.75
4室2厅2卫,西,137.13,低层,精装修,540
2室1厅1卫,东北,71.26,低层,精装修,122
3室2厅2卫,南北,109,中层,精装修,256.89
2室2厅2卫,南,64.67,高层,精装修,145
3室2厅2卫,北,92.81,中层,精装修,480
3室2厅2卫,南,90.56,低层,精装修,298
3室2厅2卫,南北,113,中层,简装修,260
3室2厅2卫,南,128,中层,毛坯,263.21
3室2厅2卫,南,114.96,低层,精装修,258
5室2厅3卫,东南,370.89,高层,精装修,2780
4室2厅2卫,南北,259.15,高层,精装修,858
5室2厅3卫,西南,223.4,高层,精装修,1150
5室2厅3卫,南北,239.88,低层,精装修,1530
3室2厅2卫,南北,89.59,中层,精装修,120.19
2室1厅1卫,东西,60,高层,简装修,87
2室2厅2卫,南,85.02,高层,简装修,98
3室2厅1卫,南北,82.09,中层,毛坯,151
2室2厅1卫,西南,89.34,低层,简装修,181
3室2厅2卫,南北,110.45,中层,简装修,170
2室2厅1卫,北,58.79,中层,简装修,105
2室1厅1卫,西北,77.32,高层,毛坯,187
4室2厅4卫,南,158,低层,毛坯,505
3室2厅2卫,南北,122,中层,毛坯,130
3室2厅1卫,东西,87.66,高层,简装修,139
3室2厅1卫,西北,76.81,中层,精装修,110
3室2厅2卫,东,83.77,中层,精装修,208
3室1厅1卫,东北,89,高层,毛坯,91
3室2厅2卫,东北,123.68,低层,简装修,290
3室2厅2卫,南北,140.25,低层,毛坯,540
3室2厅2卫,南北,91.99,高层,毛坯,199
2室1厅1卫,东北,67.88,中层,精装修,125
3室2厅1卫,西,75.63,中层,精装修,115
3室2厅2卫,南,103.65,高层,精装修,249
4室2厅3卫,南北,190,中层,毛坯,741
4室2厅3卫,东南,246.02,低层,毛坯,330
4室2厅2卫,南,165,高层,毛坯,490
4室2厅2卫,东南,131.26,中层,精装修,253
3室2厅2卫,南北,94,高层,毛坯,81
5室2厅4卫,南,294.8,高层,毛坯,1430
2室2厅1卫,南,91.56,中层,精装修,245
3室1厅2卫,东南,136.94,低层,精装修,335.9
3室2厅1卫,东南,115.46,低层,精装修,139.8
3室2厅1卫,西南,87.77,中层,精装修,109
3室2厅3卫,南,204.9,低层,精装修,700
5室2厅3卫,南北,142,高层,精装修,406
3室2厅2卫,西南,106.86,中层,精装修,235
2室1厅1卫,南,86.38,中层,精装修,274
3室2厅2卫,北,93.89,低层,毛坯,184
3室1厅1卫,西南,96.63,高层,精装修,346
3室2厅2卫,东南,110.49,高层,简装修,138
3室1厅2卫,西北,90.39,高层,精装修,115
4室2厅2卫,南北,111.92,低层,精装修,460
3室2厅2卫,南,98,高层,毛坯,151
4室2厅2卫,南,128,高层,毛坯,406
3室2厅2卫,南北,95.76,高层,精装修,310
4室2厅3卫,南北,180.37,高层,精装修,480
3室2厅2卫,南北,148,低层,毛坯,401
5室1厅4卫,南,304.73,低层,精装修,967.42
4室2厅3卫,南,267.08,高层,精装修,1370
3室2厅1卫,东,91.9,中层,精装修,383
3室2厅1卫,南北,142,低层,精装修,490
4室2厅3卫,南北,147,中层,精装修,315
2室2厅1卫,南,83,低层,精装修,107
3室1厅1卫,南,88.67,中层,毛坯,193.5
3室2厅2卫,东南,107.65,中层,精装修,106
3室2厅1卫,南北,85.51,中层,精装修,180
2室1厅1卫,南,73.14,中层,精装修,192
2室1厅1卫,东,57.68,高层,精装修,70
3室2厅2卫,东南,72.08,高层,精装修,125
4室2厅3卫,东南,253.52,高层,精装修,650
3室1厅1卫,北,105.98,高层,精装修,156
5室2厅4卫,南,360,低层,精装修,1351
2室1厅1卫,西南,78.19,中层,精装修,182
4室2厅3卫,东西,154.8,高层,毛坯,418
4室2厅2卫,南北,148.01,低层,精装修,258
2室2厅2卫,东北,54,低层,精装修,49.9
3室2厅1卫,西,98.17,中层,精装修,186
4室2厅2卫,南北,164.7,中层,精装修,690
1室2厅1卫,北,66.22,高层,精装修,177
3室2厅2卫,东,93,低层,精装修,200
4室1厅2卫,南,87.99,中层,精装修,240
3室2厅2卫,东南,102.95,高层,精装修,220
3室2厅1卫,东南,88.58,中层,精装修,236
4室2厅2卫,南北,143.8,高层,精装修,348
3室2厅2卫,东,109,中层,精装修,200
4室1厅2卫,东北,132.46,高层,精装修,258.52
4室2厅2卫,南北,183,低层,简装修,760
4室2厅2卫,东北,137.89,低层,精装修,268
3室2厅1卫,西北,73.97,高层,精装修,183
3室2厅2卫,西北,90.61,低层,精装修,94
3室2厅2卫,东,94.22,高层,简装修,182
3室2厅1卫,西北,90.22,中层,精装修,122
3室2厅2卫,东南,94.58,高层,精装修,260
2室2厅1卫,南,83.71,高层,精装修,198
5室2厅4卫,南北,354,高层,简装修,3200
3室2厅2卫,南北,107.49,低层,精装修,303
3室2厅1卫,东,101,低层,简装修,132
5室2厅3卫,南北,239.48,高层,毛坯,680
5室2厅4卫,南,248.9,高层,毛坯,900
4室2厅2卫,南北,105.02,中层,精装修,445
3室1厅1卫,东北,86.59,高层,简装修,232
4室2厅2卫,南北,141,高层,精装修,365
2室1厅1卫,西南,72.64,高层,精装修,162
3室2厅1卫,西北,91.64,中层,精装修,148
3室2厅3卫,南北,181.5,中层,豪华装修,560
4室2厅2卫,西南,133.09,中层,精装修,298
3室2厅1卫,西,83,高层,毛坯,145
2室2厅1卫,南,83,低层,精装修,107
2室1厅1卫,北,73.73,高层,精装修,165
3室2厅2卫,南北,120,中层,精装修,209
4室2厅2卫,南,183.44,低层,精装修,1150
4室2厅5卫,西南,265.27,高层,精装修,1350
4室2厅2卫,南北,134.85,低层,毛坯,298
2室2厅1卫,东西,82,高层,精装修,200
5室3厅5卫,南,252,低层,豪华装修,238
3室2厅2卫,西,188.96,中层,精装修,660
2室2厅1卫,西,101.65,低层,简装修,240
4室2厅3卫,南,248.26,低层,简装修,670
3室2厅2卫,东南,111.36,低层,精装修,100.6
5室2厅3卫,南北,219.15,高层,精装修,800
3室1厅2卫,东南,107.55,中层,精装修,445
2室1厅1卫,东,77.79,高层,精装修,176
3室2厅2卫,南,125.75,中层,精装修,136
3室2厅2卫,南北,160,低层,精装修,760
3室2厅1卫,东,89.28,低层,精装修,239
3室2厅2卫,北,127.76,中层,毛坯,255
4室2厅2卫,南北,125,高层,精装修,220
3室2厅2卫,北,92.52,高层,精装修,179
2室2厅2卫,东南,89,低层,精装修,485
5室2厅3卫,南,219.37,中层,精装修,1250
2室2厅2卫,北,68.62,低层,精装修,119
3室2厅1卫,南北,87,高层,精装修,118
4室2厅2卫,东西,142.36,高层,精装修,380
3室1厅2卫,东,136.93,高层,精装修,515
2室2厅1卫,东,68.09,低层,精装修,180
2室2厅1卫,东南,100.38,高层,精装修,178.5
2室1厅1卫,南,55.36,中层,简装修,29.9
1室1厅1卫,南北,45,高层,精装修,70
2室1厅1卫,西北,62.53,低层,精装修,85.8
4室2厅3卫,南,193.6,高层,精装修,1250
5室1厅4卫,南,248.9,高层,精装修,1350
3室2厅1卫,西,84.52,高层,简装修,98
3室2厅1卫,西北,78.45,高层,精装修,199
3室2厅2卫,南,114.24,低层,精装修,320
3室2厅2卫,东南,99.14,中层,简装修,200
3室2厅2卫,南,132.52,中层,精装修,190
4室2厅3卫,西北,195,低层,豪华装修,1120
3室2厅2卫,南,106.03,中层,精装修,209
3室2厅2卫,东,137.2,中层,精装修,350
3室2厅2卫,南北,72.71,中层,精装修,133
3室2厅1卫,西,89.07,中层,精装修,253
3室1厅2卫,南,89,中层,简装修,248
3室1厅2卫,南,103.32,高层,精装修,149
3室2厅2卫,南,108,低层,精装修,200
4室3厅4卫,东,276.88,低层,毛坯,1250
3室2厅1卫,南,139.02,中层,简装修,610
3室1厅1卫,西南,79.52,中层,精装修,123
3室2厅2卫,东南,119.41,高层,精装修,231
3室2厅2卫,西,75.92,低层,简装修,166
3室2厅2卫,南北,139.55,高层,毛坯,219
3室2厅2卫,东南,98,低层,毛坯,73
3室2厅2卫,东西,90.28,低层,豪华装修,192
2室1厅2卫,南,94.51,低层,精装修,360
3室1厅1卫,南,84.41,中层,简装修,139
4室2厅3卫,西南,189.6,中层,精装修,739
3室2厅2卫,南,99.08,高层,精装修,240
4室2厅2卫,西南,142.24,低层,精装修,635
3室1厅1卫,东,88.79,低层,精装修,228
4室1厅2卫,西南,145.8,高层,精装修,270
5室2厅2卫,东南,146,低层,精装修,400
4室2厅3卫,南北,88.42,低层,简装修,485
4室1厅2卫,东,113,低层,简装修,370
2室1厅1卫,东,86.23,低层,精装修,405
3室2厅2卫,南,126.09,高层,精装修,243
3室1厅1卫,北,92.04,中层,毛坯,185
3室2厅1卫,南北,89.24,低层,精装修,248
5室2厅3卫,南北,219.43,高层,精装修,1350
3室2厅2卫,南,75,高层,精装修,60
2室2厅1卫,南,89,高层,精装修,281
3室1厅1卫,西南,110.13,高层,精装修,298
4室2厅3卫,南,170,低层,毛坯,289
4室2厅3卫,南,196.08,中层,精装修,620
3室2厅1卫,西南,78.5,中层,精装修,108
3室2厅2卫,南,96.73,中层,精装修,188
2室1厅2卫,东南,98.68,高层,精装修,325
3室2厅2卫,南,138.84,中层,精装修,580
3室2厅1卫,南北,81.35,中层,精装修,133
1室1厅1卫,南北,44.5,低层,毛坯,72
2室1厅1卫,南,82.54,高层,精装修,249
3室2厅2卫,东北,103.03,中层,简装修,193
4室2厅2卫,东西,135,低层,精装修,420
3室2厅2卫,南北,115.76,高层,毛坯,250
4室2厅3卫,南北,178.26,中层,毛坯,470
3室2厅1卫,西南,93.49,中层,精装修,159
2室2厅1卫,南北,83.27,高层,精装修,209
4室1厅1卫,南,113,低层,精装修,142
4室2厅2卫,南,138.68,高层,精装修,330
5室3厅4卫,南,247,低层,毛坯,275
3室2厅1卫,北,89.22,高层,简装修,151.5
4室1厅2卫,西,120.9,中层,毛坯,188
3室2厅2卫,南,81,中层,豪华装修,168
2室2厅1卫,南,83.18,高层,精装修,180
4室2厅3卫,南北,183.62,低层,豪华装修,560
3室2厅2卫,南,159,高层,毛坯,600
3室2厅1卫,北,92.04,高层,精装修,220
2室2厅1卫,东北,68.79,中层,简装修,170
4室2厅2卫,西北,90.55,中层,毛坯,193
4室2厅2卫,南北,140.94,低层,精装修,485
3室2厅2卫,东南,125.66,中层,精装修,200
3室2厅1卫,东,109.58,低层,精装修,175
2室1厅2卫,西,90.64,高层,精装修,327
4室2厅3卫,南北,193.65,低层,毛坯,1200
3室2厅3卫,南北,366.3,低层,精装修,3100
4室2厅2卫,西南,132.54,低层,精装修,208
3室2厅2卫,南北,96.4,低层,精装修,276
3室2厅1卫,北,89.6,低层,精装修,165
4室1厅2卫,东南,126.1,低层,精装修,361
3室1厅2卫,东南,100.72,中层,简装修,110
3室2厅2卫,北,200.1,高层,精装修,379
3室1厅2卫,南北,113.03,高层,精装修,335
4室2厅2卫,南,147.69,中层,精装修,479
3室2厅2卫,南北,125.96,中层,精装修,150
2室2厅1卫,南北,74.95,中层,精装修,93
3室2厅1卫,南,99.14,低层,精装修,213
3室2厅2卫,北,139.94,低层,精装修,680
4室2厅2卫,东,118.09,高层,精装修,265
3室2厅2卫,南,93,中层,精装修,199
3室2厅2卫,南北,136.29,低层,精装修,424.76
2室2厅1卫,南,89.13,高层,精装修,270
2室2厅1卫,东北,68.79,中层,简装修,170
4室2厅4卫,西南,303,低层,精装修,799
5室2厅3卫,南北,149.72,高层,精装修,430
3室2厅1卫,南,87.4,低层,简装修,114
3室2厅2卫,南北,124.5,低层,精装修,316
4室2厅2卫,西南,133.23,低层,精装修,375
3室2厅1卫,东,96.22,低层,简装修,172
3室2厅1卫,南北,75.66,低层,精装修,217
3室1厅2卫,西北,124.32,中层,精装修,260
3室2厅2卫,西,101.04,中层,精装修,338
2室2厅1卫,南,55.51,中层,精装修,148
3室1厅1卫,东南,91.88,低层,精装修,198
4室2厅3卫,东西,127.88,高层,精装修,489
3室1厅1卫,西北,78.96,高层,精装修,142.5
4室2厅3卫,东南,124.8,低层,精装修,535
3室2厅2卫,东北,139.24,中层,精装修,385
4室2厅2卫,南北,111.58,中层,精装修,368
4室2厅1卫,南,240,低层,豪华装修,720
