id,name,price,house_type,orientation,area,level,single_price,decoration

1197,（新好房）军安卫士花园4室1厅2卫2阳台,195,3室1厅2卫,东,104.18,中层,18718,简装修

1198,润扬双铁广场石犀里，房东急售，当居住融入环境，心也随之淡定,136,3室2厅2卫,东南,93.49,低层,14547,毛坯

1199,天府五街软件园（月租4200，民用水电气）拎包入住，免税,70,1室1厅1卫,南北,45,高层,15556,精装修

1200,蔚蓝卡地亚花园城3室1厅西南,570,3室1厅2卫,西南,148.35,低层,38423,毛坯

1201,万科海悦汇城东区3室1厅南,235,3室1厅2卫,南,105.47,高层,22281,精装修

1202,保利堂悦一手无税低于市场价80万楼王位置中间楼层,468,4室2厅3卫,东南,161.8,低层,28925,毛坯

1203,新！买一层得3层，160平平台，改善大套五，三面采光，,435,5室2厅4卫,西,137.22,高层,31701,毛坯

1204,精装修75平恒大名都满二住房采光好周边商圈成熟,185,2室2厅1卫,西,75.34,低层,24555,精装修

1205,地铁四河站口租金3000起水电气三通精装修群集,107,2室1厅1卫,南,85.7,高层,12485,毛坯

1206,（急售）金茂光明城市3室2厅南,230,3室2厅2卫,南,88.33,低层,26039,精装修

1207,汉嘉国际3室1厅南,170,3室1厅2卫,南,130.03,中层,13074,简装修

1208,戛纳湾金棕榈电梯房拎包入住前后无遮挡高端小区,469,4室3厅2卫,南北,163.79,低层,28634,精装修

1209,"仁和春天国际花园,3室,业主直接降价出售",680,3室2厅2卫,东西,152,中层,44737,毛坯

1210,蓝花楹户型方正卧室朝南带阳台户型通透客厅宽敞包税,350,3室2厅2卫,南,125.82,低层,27818,精装修

1211,航都大街居家装修紧凑套三单卫朝南视野无遮挡满5,132,3室1厅1卫,南,73.72,中层,17906,精装修

1212,南湖逸家二期3室2厅南,163,3室2厅1卫,南,66.14,高层,24645,精装修

1213,豪华大跃层可做套五，南北通透，近伊藤世豪公园,530,5室2厅3卫,南北,149.72,高层,35399,精装修

1214,月光诚品中层小区安静舒适明厨明卫东南户型,189,3室1厅1卫,东南,86.88,中层,21754,精装修

1215,揽胜金沙1室1厅东南,148,1室1厅1卫,东南,55.55,中层,26643,精装修

1216,中海锦江城花涧三期4室2厅南,440,4室2厅2卫,南,128,中层,34375,精装修

1217,麓山国际茵特拉肯大平层满五大阳台全落地采光，房子保,500,3室2厅2卫,南北,171,低层,29240,精装修

1218,时代领地2室2厅南,100,2室2厅2卫,南,86.26,高层,11593,精装修

1219,中信城左岸3室2厅东,187,3室2厅2卫,东,98.13,高层,19056,精装修

1220,四小旁，套三双卫，无大税，首付三层，急售,212,3室2厅2卫,东,94.93,低层,22332,毛坯

1221,中海九号公馆精装套四带平台正朝南位置安静,1200,4室2厅3卫,南,189.65,低层,63274,精装修

1222,正儿八经天府里的房子可按揭单价2万多现房,260,3室2厅2卫,南北,109,低层,23853,精装修

1223,新上！顶跃带超大花园！二梯二户，通透户型！视野开阔！,660,4室2厅3卫,东南,154.92,高层,42603,毛坯

1224,630W带车位交子公园江景房开发商装修拎包入住,481,3室2厅2卫,东南,136.29,低层,35292,精装修

1225,无高额税费买卡地亚花园城朝南简装套三双卫采光好视野棒！,550,3室2厅2卫,东,140,低层,39286,简装修

1226,堤亚纳河谷2室1厅东南,85,2室1厅1卫,东南,57.37,高层,14816,精装修

1227,找我享开发商内部主城三环内精装现房公摊小赠送大,223,3室2厅1卫,北,93,高层,23978,毛坯

1228,凯德风尚2室1厅西,189,2室1厅1卫,西,78.03,高层,24221,精装修

1229,华侨城纯水岸二期清水套三双卫正南朝向对小区中庭。可看房,315,3室2厅2卫,南,115.51,低层,27270,毛坯

1230,"公园小区,改善套四，附带160平平台，三面采光，双车位，安静",550,4室2厅2卫,南北,140.94,低层,39024,毛坯

1231,金沙西园四期2室2厅东南,219,2室2厅1卫,东南,86.5,中层,25318,精装修

1232,蓝谷地天域3室1厅南,184,3室1厅1卫,南,86.37,中层,21304,简装修

1233,红星桥地铁口水岸丽舍电梯套一户型方正采光好总价低随时看房,71.4,1室1厅1卫,西南,51.08,低层,13978,简装修

1234,浅水湾内圈头牌端头地势高采光足大花园200平门前很宽敞,1580,4室3厅4卫,南,558,低层,28315,毛坯

1235,家益欣城3室2厅西包税包过户包拿证可按揭先到先得,265,3室2厅2卫,西,135.51,中层,19556,中装修

1236,锦江洪河地鉄口，套三客厅阳台，精装对中庭，价格可谈,165,3室2厅1卫,西北,88.13,低层,18722,精装修

1237,推荐好房！凯德装修套三霍森斯就在家门口生活教育皆便利,298.8,3室2厅1卫,南北,91.88,低层,32521,精装修

1238,南北通透90平龙湖九里晴川精装修楼层好视野无遮挡,330,3室2厅1卫,南北,90.79,高层,36348,精装修

1239,城市绿舟花园3居室户型房正采光好不临街新上房源！,160,3室2厅2卫,南,116,高层,13793,精装修

1240,【家诺好房】70万装修，全中庭，南北通透，无浪费，横厅设计,580,4室2厅3卫,南北,188.5,高层,30769,精装修

1241,美城云庭大套三,276,3室2厅2卫,南北,120.49,低层,22906,精装修

1242,拥金1个点童子街庭院+标准套2+朝南对中庭+安静不临街,238,2室2厅2卫,南北,105,中层,22667,毛坯

1243,中海城南一号10栋正朝南精装修可遇不可求温馨4室,1180,4室2厅3卫,南,193.6,中层,60950,精装修

1244,紫荆名园朝向南温馨2居室包税包拿证过户,110,2室2厅1卫,南,84.37,高层,13038,简装修

1245,（真实好房）天府豪庭套三双卫南满五！位置好！,320,3室2厅2卫,南,103.83,中层,30820,毛坯

1246,武侯金茂府，成都豪宅首位，新科技住宅，大平层，视野开阔,560,3室2厅3卫,南北,181.5,中层,30854,豪华装修

1247,光华欣苑全明格局交通便利低楼层新装3居室南北通透,327,3室2厅2卫,南北,106.83,低层,30609,中装修

1248,中阶费0.5%捡漏人居东御佲家三圣乡近地铁精装大套四,330,4室2厅2卫,西南,137,高层,24088,精装修

1249,祥域对中庭套二，满五年，精装修直接入住，正朝南向,220,2室2厅1卫,西南,90.13,中层,24409,精装修

1250,锦东庭园3室2厅西北,275,3室2厅2卫,西北,112.29,低层,24490,毛坯

1251,中海锦江城花涧一期3室2厅南,336,3室2厅2卫,南,111.68,中层,30086,中装修

1252,【家诺好房】满五精装修实得350平(别墅)前后花园,679.15,4室2厅3卫,南北,210.27,低层,32299,精装修

1253,电梯房3室2厅保利城四期B区精装修朝南诚心出售价,130,3室2厅2卫,南,92.51,高层,14053,简装修

1254,嘉楠美地南朝向温馨2居室素质住户配套齐全-房东急售,179,2室2厅1卫,南,87.66,高层,20420,精装修

1255,清水路苑非常正气，楼层好、采光佳，让您居住非常舒适！,216,3室2厅1卫,南,127.17,中层,16985,简装修

1256,恒大天府半岛二期看麓湖正朝南309万,309,3室2厅2卫,南,139.99,高层,22073,精装修

1257,新上2房，不靠马路，位置安静，边套户型，后无遮挡,225,2室2厅1卫,西南,82.39,中层,27309,精装修

1258,全成都二手房都有-中介费只收-0.5个点-南湖国际社区2室东,179,2室1厅1卫,东,85.91,中层,20836,精装修

1259,爵领欧城3室1厅南,110,3室1厅1卫,南,77.27,中层,14236,精装修

1260,保利花园三期3室2厅东,265,3室2厅2卫,东,100,中层,26500,精装修

1261,锦溪可做3居90平北朝向视野开阔采光好急售,136,3室2厅1卫,北,90,低层,15111,精装修

1262,动动你的手不用满城跑，优品道锦绣(北区)有你满意的爱巢！,390,4室2厅2卫,南,136,中层,28676,毛坯

1263,房源采光好，南北通透，业主诚意出,287,4室2厅2卫,东,153.22,中层,18731,简装修

1264,【家诺好房】全落地窗！朝南视野无遮挡！诚心出售满五！,500,4室2厅2卫,南北,165,低层,30303,精装修

1265,20年现房！买得放心!天府核心位置前后中庭带地暖！,330,4室2厅2卫,南,138.68,高层,23796,精装修

1266,恒大广场3室1厅东南,320,3室1厅2卫,东南,131.58,低层,24320,精装修

1267,5跃6带40平花园，大平层超大赠送，豪宅基因,298,4室2厅3卫,北,183.98,高层,16197,精装修

1268,此房满五产权清晰随时签约,142,3室2厅1卫,西南,70.77,高层,20065,精装修

1269,宏达世纪丽景2室1厅北小高层对中庭,137,2室1厅1卫,北,76.39,中层,17934,精装修

1270,东骏湖景湾五期3室2厅北,253,3室2厅2卫,北,135.78,中层,18633,精装修

1271,新！远大中央公园看河景精装大三房满二,270,3室2厅2卫,南北,115.84,低层,23308,精装修

1272,中阶费0.5%交大归谷建设派近三地铁站精装套三满二唯,168,3室2厅1卫,东北,73.59,高层,22829,精装修

1273,复地御香山一期高地势联排端户客厅挑高位置安静,1450,5室3厅6卫,南,450,低层,32222,毛坯

1274,元益花园装修好楼层好看房诚意出售环境好,138,2室1厅1卫,东南,79.49,高层,17361,中装修

1275,复地御香山4联排中户，满五年价格998万,998,5室2厅4卫,南,430,低层,23209,毛坯

1276,大套二精装诚心出售天府新区海昌路地铁口宏达世纪锦城,175.18,2室2厅1卫,东北,84.95,高层,20622,精装修

1277,中阶费0.5%华宜上锦近地铁站精装套二，带一个车位,150,2室1厅1卫,西,72.11,低层,20802,精装修

1278,2居79.78平东朝向视野开阔采光好急售,168,2室1厅1卫,东,79.78,中层,21058,精装修

1279,满五精装经典3+1户型朝南大金空调博世地暖,780,4室2厅3卫,南,201.12,低层,38783,精装修

1280,中国水电云立方东南户型明厨明卫采光好看房随时拎包入住,143,2室2厅1卫,东南,80.43,中层,17779,精装修

1281,此房满五年，户型方正，西南朝向采光好，看房,90,2室1厅1卫,西南,51.19,低层,17582,精装修

1282,天府世家此价带车位南向精装修自住保养好随时约看,590,3室2厅2卫,南北,113,高层,52212,精装修

1283,卓锦城四期格局方正诚意出售低总价推荐房源,185,2室2厅1卫,西南,89.6,高层,20647,精装修

1284,地铁口好房单价1.9万中间楼层恒大天府半岛难得的好户型,350,4室2厅2卫,北,183.89,低层,19033,精装修

1285,蓝润MIC近5号线单价1.4万入住天府新区跃层小,43,1室1厅1卫,南,38.48,中层,11175,简装修

1286,华宇广场3室1厅西北,193,3室2厅1卫,西北,92.37,低层,20894,简装修

1287,新都桂湖公园精装现房洋房首付36万买精装套四单价1.1万,120,4室2厅2卫,南北,111.36,低层,10776,精装修

1288,高新金融新上平层大套四，全中庭位置，满五年带车位，接受贷款,460,4室2厅2卫,南北,143.06,中层,32154,精装修

1289,朝阳时代西锦3室1厅东南,127,3室1厅1卫,东南,98.55,中层,12887,精装修

1290,太升南路地铁口康庄街标准套二带屋顶花园户型方正总价低随时看房,67.5,2室2厅1卫,东,67.66,高层,9976,简装修

1291,刚需新房泥巴沱湿地公园旁，地铁500米；配套完善；可公积金,102,3室2厅2卫,南,95.3,低层,10703,毛坯

1292,年底好房首付80万全新居家精装修套三双卫拎包入住,169,3室2厅2卫,南北,87.46,高层,19323,精装修

1293,挂牌208万珠江御景湾4室2厅西北,300,4室2厅2卫,西北,140.61,高层,21336,精装修

1294,急售！满五海昌路双地铁口恒大名都精装套三看中庭可拎入,203,3室2厅2卫,东,106.49,低层,19063,简装修

1295,锦江区川师大地铁旁70年住宅大平层地铁口旁直接认购,452,4室2厅3卫,东南,156,低层,28974,精装修

1296,华润金悦湾4室2厅东北,568,4室2厅2卫,东北,212.57,高层,26721,精装修

1297,绿地国际花都三期视野好带阳台停车方便诚心出售,105,3室2厅2卫,南,96.74,高层,10854,精装修

1298,"蓝光金双楠二期精装修,业主着急出售图片真实!!!!",146,3室2厅1卫,东南,64,低层,22813,精装修

1299,天府三街次新盘，朗诗开发套三赠送多，新风系统中央空调，急售价,386,3室2厅2卫,东南,116.32,高层,33184,毛坯

1300,佳兆业丽晶港3居西南向简装修方便看房,138,3室2厅1卫,西南,86.44,中层,15965,简装修

1301,华府怡心湖畔地铁口清水大平层套四双卫南北通透满五,260,4室2厅2卫,南北,122.39,中层,21244,毛坯

1302,新房：新希望D10|豪装大平层，春熙路太古里，出则繁华,655,3室2厅3卫,南北,214.6,中层,30522,毛坯

1303,成华区特价福利房出售套四大平层，送产权车位无姿阁可买,186,4室2厅2卫,北,164.87,低层,11282,简装修

1304,东二环攀成钢绿地锦天府满5豪宅精装三居天誉花园仁恒滨河,560,3室2厅2卫,东西,183.94,低层,30445,简装修

1305,蓝光COCO金沙一期3室2厅北,152,3室2厅1卫,北,66.57,高层,22833,精装修

1306,东二环品质盘九龙仓御园三期满5精装大平层四居保利康桥,600,4室2厅3卫,南北,212.41,低层,28247,精装修

1307,"找好房子看这里,精装房，临湿地公园，首付30来万双地铁加持",106,3室2厅2卫,东南,99.26,高层,10679,毛坯

1308,新上满五年东南朝向视野开阔采光好方便看房,180,2室2厅1卫,南,83.18,高层,21640,精装修

1309,【家诺好房】建发鹭洲国际4室2厅南西南,440.75,4室2厅3卫,西南,153.25,低层,28760,精装修

1310,中海城南一号二期193畅销户型对中庭400米视野,1030,4室2厅2卫,南,193.67,低层,53183,精装修

1311,清溪雅筑3室2厅南,165,3室2厅1卫,南,92.4,中层,17857,精装修

1312,东原时光道高档社区拎包入住视线好居住舒适,217.5,3室2厅2卫,东南,89.75,低层,24234,精装修

1313,新上，套三双卫，对中庭看公园，客厅正带阳台，满五，置换,340,3室2厅2卫,东,108.16,低层,31435,精装修

1314,雅居乐花园4室北包税不临街楼层好包过户拿证,400,4室2厅2卫,北,203.88,中层,19619,中装修

1315,新上房源保利心语花园二期3室2厅精装修拎包入住,322,3室2厅2卫,东,103.35,高层,31156,精装修

1316,龙湖时代天街成熟小区，人气旺，交通便利！价格可议！,131,3室2厅2卫,西,90.17,高层,14528,精装修

1317,【家诺好房】凤凰城新上大平层看公园南北通透大套四,470,4室2厅2卫,南北,164,低层,28659,毛坯

1318,20年现房！买得放心!前后中庭大横厅15平7.5米落地宽,350,4室2厅2卫,东南,139.67,低层,25059,精装修

1319,绿杨邨3室1厅东南,270,3室1厅3卫,东南,203,中层,13300,简装修

1320,卡地亚双拼别墅，露台大，花园大，中间位置，双车库车位，随时看,2000,5室3厅5卫,东,413,低层,48426,毛坯

1321,震撼，中海城南华府3室，安静房源，价格，抄底!读书随时可看,650,3室1厅2卫,北,133.45,中层,48707,精装修

1322,中港CCPARK3室1厅西,320,3室1厅2卫,西,109,中层,29358,精装修

1323,千禧河畔B区3室2厅东南,149,3室2厅2卫,东南,87.25,低层,17077,毛坯

1324,麓山国际翠云岭清水独栋别墅改建带泳池户型方正赠送平台超大,1400,5室4厅6卫,东,357.28,低层,39185,毛坯

1325,【保利物业租售】教科院大三房精装保养好中庭安静,309,3室2厅2卫,南北,108,高层,28611,精装修

1326,上道西城精装修3房+南北通透+全配+位置安静+实景拍摄+急,165.5,3室2厅2卫,北,99.42,高层,16647,精装修

1327,【家诺好房】带平台蒙小套三，诚心出售，看房方便,400,3室2厅1卫,东,89.92,低层,44484,精装修

1328,新房房源：央企中粮改善，精装171平米小高层洋房，一座东方豪,440,4室2厅3卫,南,170.3,高层,25837,豪华装修

1329,诚心出售，满五年，业主自住精装，地铁一号线广福站口,190,2室2厅1卫,南北,94.46,中层,20114,精装修

1330,城南一号好房推荐前后中庭位置安静240平1380万,1280,6室1厅3卫,南北,239.88,高层,53360,精装修

1331,光华馨地送车位送储藏室送家具家电观景房,137,2室2厅1卫,南,83.33,中层,16441,精装修

1332,看南湖公园视野无遮挡远大中央公园3室2厅,205.56,3室2厅2卫,东北,117.14,高层,17548,毛坯

1333,东原时光道3室1厅东,185,3室1厅1卫,东,79.77,高层,23192,精装修

1334,万锦城叠拼别墅带屋顶大花园,285,4室2厅3卫,南,97.9,低层,29111,毛坯

1335,朝阳时代西锦2室2厅东南,103,2室2厅1卫,东南,85.85,低层,11998,精装修

1336,中洲中央城邦3室2厅南,550,3室2厅2卫,南,134.63,高层,40853,精装修

1337,高新区锦城湖旁文儒德5室1厅南北大平层,990,5室3厅4卫,南北,252.68,低层,39180,精装修

1338,美茵河谷花园洋房一楼带花园地下室随时可看,152.8,2室2厅2卫,东南,91.01,中层,16789,精装修

1339,招商雍华府二期装修好楼层好看房诚意出售环境好,208,3室1厅1卫,西南,94.15,中层,22092,精装修

1340,宏达世纪锦城东南两居室户型方正采光好无遮挡,211.3,2室2厅1卫,东南,83.18,高层,25403,精装修

1341,人居盛和南区急卖房源对中庭看房方便,375,3室2厅2卫,南北,104.06,高层,36037,精装修

1342,麓山国际翠云岭清水独栋别墅改建带泳池户型方正赠送平台超大,1400,5室4厅6卫,东,357.28,低层,39185,毛坯

1343,金府花园3室1厅东北,354,3室1厅2卫,东北,147.78,高层,23955,精装修

1344,金阳易诚国际精装修，可拎包入住，楼层好采光好,130,2室2厅1卫,北,78.9,低层,16477,精装修

1345,【家诺好房】建发泱墅，实得380，带前后大花园，送地下室车位,570,4室2厅3卫,南,148,低层,38514,毛坯

1346,天府5街（现房），居家套一，围合式布局，地铁口200米,50,1室2厅1卫,南,55.78,低层,8964,精装修

1347,天府四街合能璞丽精装修套三du教科院拎包入住,305,3室2厅1卫,南北,79.25,高层,38486,精装修

1348,在寂静中品味包税包拿证过户品质小区,55,2室1厅1卫,东南,72,中层,7639,精装修

1349,新上恒大天府半岛洋房精装3房双卫从未入住,213,3室2厅2卫,南北,110.19,高层,19330,精装修

1350,西区泡小142㎡大套四西子香荷优质好房有地暖南北通透,415,4室2厅2卫,南,142.45,中层,29133,精装修

1351,棠湖泊林镇精装修套三大阳台看公园棠位在,182,3室2厅2卫,西,125.95,低层,14450,精装修

1352,金河谷五期3室1厅西南,135,3室1厅2卫,西南,88.63,高层,15232,精装修

1353,【家诺好房】益小套二朝东自住精装满五诚心,281,2室2厅1卫,南,89,高层,31573,精装修

1354,三利麓山城本草荟3室1厅东南,262,3室1厅2卫,东南,108.24,中层,24205,简装修

1355,南北通透采光好周边商圈成产权满五随时看房,235,4室2厅2卫,南北,118,高层,19915,简装修

1356,成都文儒德3室2厅东南,880,3室2厅2卫,东南,161,低层,54658,中装修

1357,【家诺好房】带车位满五年！安静双中庭！南北通透！,358,4室2厅2卫,南北,127.07,低层,28173,精装修

1358,精装经典套三户型，距口200米中间楼层诚意卖,355,3室2厅2卫,西,113.12,中层,31383,精装修

1359,爱家馨城3居室空间大低楼层主卧客厅朝南房东急售中,175,3室2厅2卫,北,107,高层,16355,精装修

1360,成都A区3室1厅东北,350,3室1厅2卫,东北,151.46,高层,23108,精装修

1361,凯德风尚3室1厅西北,375,3室1厅2卫,西北,128.87,中层,29099,精装修

1362,清水路苑装修好楼层好看房诚意出售环境好,157,3室1厅1卫,北,89.22,中层,17597,简装修

1363,粼江峰阁3室1厅东北,320,3室1厅2卫,东北,139.2,低层,22989,简装修

1364,(必看好房）急7折出售精装套三电梯房采光好配套成熟！,178.81,3室2厅2卫,北,92.05,高层,19425,精装修

1365,【家诺好房】凯德精装套三位置安静诚心出售霍森斯,306,3室2厅1卫,北,91.9,低层,33297,精装修

1366,【家诺好房】建发鹭洲国际3室2厅南,287.83,3室2厅2卫,南,100.08,低层,28760,精装修

1367,新挂牌精装房（拎包入住）（出门即是公园）（配套成熟有地铁口）,188,3室2厅2卫,西,100.27,低层,18749,精装修

1368,天鹅湖花园5室2厅东南西南,590,5室2厅3卫,东南,293.23,中层,20121,精装修

1369,外地人可买+单价8800+水电气民用+带小区环境+50米,62,3室2厅2卫,南,75,低层,8267,精装修

1370,棠湖泊林镇精装修套三大阳台看公园棠位在,182,3室2厅2卫,西,125.95,低层,14450,精装修

1371,博瑞都市花园190㎡顶跃大花园带露台保养不错位置安静,450,4室2厅2卫,南,190.06,高层,23677,简装修

1372,新上仁和春天：256平带大阳台对中庭视野好诚心出售,1300,4室2厅3卫,东西,256.84,低层,50615,毛坯

1373,保利叶语3室2厅免税,205,3室2厅2卫,北,90.84,高层,22567,中装修

1374,丨佣O.5%丨凯德卓锦万黛户型方正拎包入住满五税低,172,3室1厅2卫,西南,93.96,高层,18306,精装修

1375,开发商精装，日照好，客厅及三个卧室，还有厨房都有日照,228,3室1厅1卫,东,88.79,低层,25679,精装修

1376,630W带车位交子公园江景房开发商装修拎包入住,481,3室2厅2卫,东南,136.29,低层,35292,精装修

1377,乐天圣苑免费车位拎包入住南北朝向电梯房，现代简约风装修,287,3室2厅2卫,南北,87.87,高层,32662,精装修

1378,正看麓湖和公园水晶溪岸套四,469,4室2厅3卫,西南,168.07,低层,27905,毛坯

1379,8000米视野，只要485！只用交契税，在售！随时看房,460,3室2厅2卫,南北,117.14,高层,39269,精装修

1380,华润凤凰城(一期)朝向南北温馨3居室素质住户诚意出售,511,3室2厅2卫,南北,141,高层,36241,毛坯

1381,（涌金5折）金沙鹭岛三期对中庭套四诚心,410,4室2厅2卫,西南,143,高层,28671,精装修

1382,富豪新岸顶跃满五年带车位,305,4室2厅2卫,东西,139.81,中层,21815,简装修

1383,希望源于失望，奋斗始于忧患适合的房子在于一个懂你的！,166,3室2厅1卫,南北,72.86,高层,22783,精装修

1384,蓝谷地天域3室1厅南,184,3室1厅1卫,南,86.37,中层,21304,简装修

1385,收0.8滨江和城3室2厅满二采光好周边商圈成熟,184,3室2厅2卫,南北,95.17,低层,19334,精装修

1386,红星桥地铁口外曹家巷多层标准套二户型方正采光好总价低随时看房,71,2室1厅1卫,东南,67.98,高层,10444,简装修

1387,培风地铁上道西城3室2厅东90平套三142万,141.6,3室2厅2卫,东,90.6,低层,15629,精装修

1388,中南上熙府珑悦3室2厅东南,200,3室2厅2卫,东南,118.88,高层,16824,精装修

1389,恒大新城一期，精装套三双卫，中间楼层，随时可看,187,3室1厅2卫,南北,134.87,高层,13865,精装修

1390,！精装现房天府新区正看麓湖生态城户型南北通透无遮挡,388,4室2厅2卫,南北,142.19,低层,27287,精装修

1391,浣花新城4室2厅北南包税包过户包拿证先到先得,549.5,4室2厅2卫,北,157.65,中层,34856,精装修

1392,158平精装修中海城南一号满五保养好,835,3室2厅2卫,南北,158.89,低层,52552,精装修

1393,诚心急售，周末预约看房，光明城市大平层套四，朝南俯瞰中庭,368,4室2厅3卫,南,143.98,低层,25559,精装修

1394,天府新区麓山地铁口滨江和城3室2厅2卫房东诚心出售,160,3室2厅1卫,北,68.26,低层,23440,精装修

1395,复地雍湖湾大套三,385,3室1厅2卫,南,110.26,中层,34917,精装修

1396,东大街丨服务式公寓（玻璃幕墙）不需社保丨万米视野无遮挡,830,4室2厅3卫,南,241,高层,34440,豪华装修

1397,元益花园格局方正诚意出售低总价推荐房源,158.5,2室1厅1卫,北,85.69,高层,18497,中装修

1398,（真实在售杜绝虚假）50平花园精装全齐总价可谈,160,2室2厅1卫,东,72.55,低层,22054,精装修

1399,地源吾舍套三户型清水带大阳台高楼层房东置换诚心出售,179,3室2厅2卫,北,107.63,高层,16631,毛坯

1400,好房推荐：华悦府奢华全配三室正看公园价格详询,1650,3室2厅3卫,南北,288,中层,57292,豪华装修

1401,【家诺好房】天府五街精装联排别墅带电梯可拎包入住,1400,6室3厅4卫,南,456,低层,30702,精装修

1402,凯德风尚温馨2室中间楼层诚心出售价格可再议，随时看房,223,2室2厅1卫,南北,86.86,中层,25673,精装修

1403,万鸿城市花园年代新户型方正全明格局舒适电梯公园小区,107.8,2室2厅1卫,南北,88,低层,12250,精装修

1404,曹家巷恒大雅苑红星桥地铁口精装小户型拎包入住近春熙路,110,1室1厅1卫,东南,52.83,低层,20822,精装修

1405,中铁双龙湾3室2厅南,285,3室2厅2卫,南,137.21,中层,20771,精装修

1406,满二！资金周转，降价30万，明厨明卫，正南看中庭，位置安静,358,3室2厅2卫,南,97.13,中层,36858,精装修

1407,万科城3室1厅东南,145,3室1厅2卫,东南,92.39,高层,15694,精装修

1408,西派国际195平4居西南向精装修随时签约,980,4室2厅2卫,西南,195,低层,50256,精装修

1409,西派国际218畅销户型标准套五户型通透视野好诚心出售,810,5室2厅3卫,西,213.22,高层,37989,精装修

1410,复地金融岛稀有跃层江景大房诚心出售（详情电联）,1205,6室2厅4卫,东南,309,高层,38997,毛坯

1411,长虹和悦府正规2室1厅楼层好户型方正房龄新,152.5,2室1厅1卫,西,60.93,高层,25029,精装修

1412,滨江和城2室1厅北,170,2室1厅1卫,北,63.85,中层,26625,简装修

1413,金荷大厦2室2厅南,73,2室2厅1卫,南,84.96,高层,8592,简装修

1414,天誉南庭3室2厅东南,490,3室2厅2卫,东南,107.46,高层,45598,精装修

1415,（急售）高新大源朗基御今缘4室2厅北,393,4室2厅2卫,北,117.77,高层,33370,中装修

1416,天府新区海昌路双地铁口心怡紫晶城通透清水三房视野开阔,197,3室2厅2卫,东,127.14,高层,15495,毛坯

1417,【家诺好房】天府二街华府西苑改善大套四业主降价满五年！,400,4室2厅2卫,南北,158,中层,25316,精装修

1418,青羊置信清水湾电梯出行方便看房随时,148,3室1厅1卫,南,88.51,高层,16721,精装修

1419,1地铁站旁卡地亚花园城正看天府公园看湖！看房方便,668,4室2厅3卫,东南,174,中层,38391,毛坯

1420,业主自荐！双拼别墅临湖步行几周边入住率高满两年随时看房,225,4室2厅3卫,南,184,中层,12228,毛坯

1421,必看5号线天府新区精装3房户型通透拎包入住,220,3室2厅2卫,南北,96.56,高层,22784,精装修

1422,彩叠园1B期正规3居室小区环境好低总价低首付,200,3室2厅2卫,南北,104.84,低层,19077,精装修

1423,【家诺好房】公园五号纯改善楼盘板式房通透户型精装修,500,4室2厅2卫,北,165,中层,30303,精装修

1424,凯德世纪名邸3室2厅东,380,3室2厅1卫,东,91.87,中层,41363,简装修

1425,金府花园3室2厅东南南,335,3室2厅2卫,东,146.94,中层,22798,精装修

1426,出门50米就是沙河公园7号线三百米距离通透户型配套完善,170,2室2厅1卫,南,82.19,高层,20684,精装修

1427,中冶中央公园成熟小区，人气旺，交通便利！价格可议！,94,3室2厅2卫,西北,90.61,低层,10374,精装修

1428,【保利物业租售】方正户型！标准套五三卫保养新！拎包入住，朝,410,4室2厅3卫,南北,128.3,中层,31956,精装修

1429,保利四期对中庭，精装套三双卫改的套二带书房双卫，业主诚心出售,420,3室2厅2卫,南北,103.18,低层,40706,精装修

1430,绿地打造精装套3空房出售采光好看房提前预约哈！,240,3室2厅1卫,东南,89.49,高层,26819,简装修

1431,华润凤凰城二期套三,350,3室2厅1卫,南,100.8,中层,34722,精装修

1432,天府怡心湖地铁口公园旁华汇天地标准套三东南朝向,200,3室1厅2卫,南北,100.1,高层,19980,精装修

1433,成都买洋房、别墅找毕忠键犀浦西南交大内的洋房价格可议,194,4室2厅2卫,东南,164.91,低层,11764,简装修

1434,西南交大旁，地铁口现房9999单价，低于周边5000单价,134,3室2厅2卫,南北,134,中层,10000,精装修

1435,首付20万，万科青白江大盘+三大中庭夜光跑道，单价七千多,65,3室2厅2卫,东南,84,高层,7738,毛坯

1436,万科理想城一期3室2厅东南,146,3室2厅2卫,东南,86.22,高层,16933,精装修

1437,天府世家热销好房的价格ぞ典中的经典κ档170平,699,4室2厅2卫,南北,139,高层,50288,精装修

1438,精装修套三双卫中央空调新风系统,249.8,3室2厅2卫,南,125,低层,19984,豪华装修

1439,（豪华装修）套三带储藏间，看中庭.拎包入住，随时可看。,190.75,3室1厅2卫,南北,103,低层,18519,精装修

1440,保利大套四,540,4室2厅2卫,西,137.13,低层,39379,精装修

1441,美洲花园城南公馆高新区地铁旁精装套二随时可以约看房,122,2室1厅1卫,东北,71.26,低层,17120,精装修

1442,&amp;amp;lt;备案价8折&amp;amp;gt;荣盛时代天府直接认,256.89,3室2厅2卫,南北,109,中层,23568,精装修

